orbis_name,id,original_orbis_name,kununu_name,kununu_id,original_kununu_name,match_type,Unnamed: 0
huisel tabak gmbh,7597926,huissel tabak gmbh,huisel tabak gmbh,b58ee042-ffca-4055-bbae-cc672ae9e6f1,huisel tabak gmbh,preprocess_names,
nordenhamer zinkhutte gmbh,59883349,nordenhamer zinkhuette gmbh,nordenhamer zinkhutte gmbh,7dac252e-cf49-44f6-b89d-9ae843fc2aaf,nordenhamer zinkhutte gmbh,preprocess_names,
oberbank ag niederlasung deutschland,7312200,oberbank ag niederlassung deutschland,oberbank ag niederlasung deutschland,c2f5fe78-e015-4c17-b5f6-6e9fc8a1cea4,oberbank ag niederlasung deutschland,preprocess_names,
amadeus data procesing gmbh,18513241,amadeus data processing gmbh,amadeus data procesing gmbh,7221d5eb-a1ba-41ca-8f00-9cc17e15da4d,amadeus data procesing gmbh,preprocess_names,
frankfurter sparkase,58934950,frankfurter sparkasse,frankfurter sparkase,e8ab13c2-a33b-4deb-8265-a672f9056a09,frankfurter sparkase,preprocess_names,
celler land frischgeflugel gmbh und co kg,125306964,celler land frischgefluegel gmbh und co kg,celler land frischgeflugel gmbh und co kg,3c8073fb-0cf2-4bcb-b976-e4ade08c3c11,celler land frischgeflugel gmbh und co kg,preprocess_names,
durr dental se,60521014,duerr dental se,durr dental se,1310f10c-89c7-419c-b6f7-e1593b939ffc,durr dental se,preprocess_names,
blu cap ag,31719083,blue cap ag,blu cap ag,b603253c-5f15-429f-aeb0-fb8d76604151,blu cap ag,preprocess_names,
dasault systemes deutschland gmbh,2729972,dassault systemes deutschland gmbh,dasault systemes deutschland gmbh,7651303b-7add-4bca-a884-855c7727340e,dasault systemes deutschland gmbh,preprocess_names,
sudramol gmbh und co kg,2826213,suedramol gmbh und co kg,sudramol gmbh und co kg,6adf3484-0bca-4a4f-bc73-ce28cccf7381,sudramol gmbh und co kg,preprocess_names,
eisenwerk bruhl gmbh,2555155,eisenwerk bruehl gmbh,eisenwerk bruhl gmbh,955d97cb-1ce2-49db-bfd2-af39f3502f70,eisenwerk bruhl gmbh,preprocess_names,
cusanus tragergesellschaft trier mbh,73195754,cusanus traegergesellschaft trier mbh,cusanus tragergesellschaft trier mbh,895d7cd1-b6cd-49de-91eb-0797878c2db2,cusanus tragergesellschaft trier mbh,preprocess_names,
theodor wolpert gmbh und co kg,2825832,theodor woelpert gmbh und co kg,theodor wolpert gmbh und co kg,b7702698-63eb-4a50-af6b-e0c377450b51,theodor wolpert gmbh und co kg,preprocess_names,
schluter baumaschinen gmbh,2505025,schlueter baumaschinen gmbh,schluter baumaschinen gmbh,42e0fb7a-5fd8-4c3b-b011-358bd1aacdef,schluter baumaschinen gmbh,preprocess_names,
tiernahrung deurer gmbh,2697741,tiernahrung deuerer gmbh,tiernahrung deurer gmbh,4004ccda-ded3-463d-960f-d368eea14218,tiernahrung deurer gmbh,preprocess_names,
lindaur dornier gmbh,2768776,lindauer dornier gmbh,lindaur dornier gmbh,fb7f3a96-6e25-47b9-b628-981018fe8449,lindaur dornier gmbh,preprocess_names,
johanniter seniorenhauser gmbh,57039393,johanniter seniorenhaeuser gmbh,johanniter seniorenhauser gmbh,fe97e525-43f3-45cb-88a4-36d73312df0c,johanniter seniorenhauser gmbh,preprocess_names,
glas gmbh bauunternehmung,2769307,glass gmbh bauunternehmung,glas gmbh bauunternehmung,be9e8cf3-e1f8-454f-ad82-9efe92b909c1,glas gmbh bauunternehmung,preprocess_names,
deg dachfasadeholz eg,9153587,deg dachfassadeholz eg,deg dachfasadeholz eg,765dd8e3-dcc9-4c34-a961-6ac53a43dfbf,deg dachfasadeholz eg,preprocess_names,
heinrichbraunklinikum gemeinnutzige gmbh,36746849,heinrichbraunklinikum gemeinnuetzige gmbh,heinrichbraunklinikum gemeinnutzige gmbh,eb2af147-2f78-44bf-9167-4d02611fb462,heinrichbraunklinikum gemeinnutzige gmbh,preprocess_names,
stadtwerke schwabisch hall gmbh,2671912,stadtwerke schwaebisch hall gmbh,stadtwerke schwabisch hall gmbh,c6c682b6-8e98-46d9-9981-a4cfe9761a83,stadtwerke schwabisch hall gmbh,preprocess_names,
medice arzneimittel putter gmbh und co kg,2485100,medice arzneimittel puetter gmbh und co kg,medice arzneimittel putter gmbh und co kg,13853e99-435a-4693-bf04-804339843a1e,medice arzneimittel putter gmbh und co kg,preprocess_names,
gewoba ag wohnen und baun,2302633,gewoba ag wohnen und bauen,gewoba ag wohnen und baun,b37a2337-11ce-4707-99ad-b40881cdfc4b,gewoba ag wohnen und baun,preprocess_names,
stahlwerk annahutte max aicher gmbh und co kg,2817905,stahlwerk annahuette max aicher gmbh und co kg,stahlwerk annahutte max aicher gmbh und co kg,797fc0e3-467b-4338-84de-6021653a5af3,stahlwerk annahutte max aicher gmbh und co kg,preprocess_names,
die sparkase bremen ag,17580207,die sparkasse bremen ag,die sparkase bremen ag,05056aeb-59b7-442e-be68-79d22cba6a8e,die sparkase bremen ag,preprocess_names,
hesische landesbahn gmbh,2608535,hessische landesbahn gmbh,hesische landesbahn gmbh,8aecbd99-95eb-4916-a864-ae55859eb223,hesische landesbahn gmbh,preprocess_names,
stadtwerke tubingen gmbh,2705863,stadtwerke tuebingen gmbh,stadtwerke tubingen gmbh,0e82356c-44a9-42e3-920c-4a398b963cd7,stadtwerke tubingen gmbh,preprocess_names,
sudwestdeutsche salzwerke ag,2668309,suedwestdeutsche salzwerke ag,sudwestdeutsche salzwerke ag,245ec607-8735-4e38-b2c9-b3d7af722e17,sudwestdeutsche salzwerke ag,preprocess_names,
kreisparkase heilbronn,754580,kreissparkasse heilbronn,kreisparkase heilbronn,7f37067a-13b4-465e-8979-eb4b23c8644a,kreisparkase heilbronn,preprocess_names,
schulke und mayr gmbh,2384141,schuelke und mayr gmbh,schulke und mayr gmbh,f1c5a116-2e29-44ca-b795-b42d6192a766,schulke und mayr gmbh,preprocess_names,
stadtsparkase duseldorf,754840,stadtsparkasse dusseldorf,stadtsparkase duseldorf,8e2157da-b6fb-4261-a583-e4ce86c94a53,stadtsparkase duseldorf,preprocess_names,
gwg stadtische wohnungsgesellschaft munchen mbh,2774465,gwg staedtische wohnungsgesellschaft muenchen mbh,gwg stadtische wohnungsgesellschaft munchen mbh,fcb14f34-8a84-41a7-93f5-42767cd79b76,gwg stadtische wohnungsgesellschaft munchen mbh,preprocess_names,
ewv energie und waserversorgung gmbh,2514431,ewv energie und wasserversorgung gmbh,ewv energie und waserversorgung gmbh,d0ddc3c3-d8da-4e45-b43f-2cafadfdeedb,ewv energie und waserversorgung gmbh,preprocess_names,
kreisparkase ludwigsburg,754591,kreissparkasse ludwigsburg,kreisparkase ludwigsburg,5c6f3b08-16f9-41de-a4ee-0060e65e67a3,kreisparkase ludwigsburg,preprocess_names,
bdo ag wirtschaftsprufungsgesellschaft,133999669,bdo ag wirtschaftspruefungsgesellschaft,bdo ag wirtschaftsprufungsgesellschaft,e4277874-be5f-4a7a-a4c8-f3e45b4afc07,bdo ag wirtschaftsprufungsgesellschaft,preprocess_names,
harro hofliger verpackungsmaschinen gmbh,2722175,harro hoefliger verpackungsmaschinen gmbh,harro hofliger verpackungsmaschinen gmbh,8f1acdf4-a3cf-4d42-9cf6-5ce56c96efff,harro hofliger verpackungsmaschinen gmbh,preprocess_names,
mors frischeprodukte gmbh und co kg,18507693,moers frischeprodukte gmbh und co kg,mors frischeprodukte gmbh und co kg,75e73d28-1553-48cb-a42f-34c8b2243d8f,mors frischeprodukte gmbh und co kg,preprocess_names,
mannstadt gmbh,2524729,mannstaedt gmbh,mannstadt gmbh,e92e7141-51fe-45d4-99f9-23e6fe19ed79,mannstadt gmbh,preprocess_names,
carrier kaltetechnik deutschland gmbh,11458759,carrier kaeltetechnik deutschland gmbh,carrier kaltetechnik deutschland gmbh,41f92677-fd37-4891-96f6-04b76b515997,carrier kaltetechnik deutschland gmbh,preprocess_names,
klinikum frankfurt hochst gmbh,31699422,klinikum frankfurt hoechst gmbh,klinikum frankfurt hochst gmbh,79973eeb-a76b-4fd4-930b-f6bd99431a40,klinikum frankfurt hochst gmbh,preprocess_names,
mack und schuhle ag,50410021,mack und schuehle ag,mack und schuhle ag,a9568696-76c5-48ea-a0ae-c7599155c2c7,mack und schuhle ag,preprocess_names,
meag munich ergo asetmanagement gmbh,2782826,meag munich ergo assetmanagement gmbh,meag munich ergo asetmanagement gmbh,890fd7ea-8609-4aca-95ff-35afdfcbd1e9,meag munich ergo asetmanagement gmbh,preprocess_names,
baywa bau und gartenmarkte gmbh und co kg,125862685,baywa bau und gartenmaerkte gmbh und co kg,baywa bau und gartenmarkte gmbh und co kg,7bcdd086-0be5-4525-b7a4-96250fdf1ab7,baywa bau und gartenmarkte gmbh und co kg,preprocess_names,
sparkase munsterland ost,754868,sparkasse munsterland ost,sparkase munsterland ost,6490826d-6699-487f-a249-4a0d22bc020e,sparkase munsterland ost,preprocess_names,
ways und freytag ingenieurbau ag,2615298,wayss und freytag ingenieurbau ag,ways und freytag ingenieurbau ag,6debf93d-59a1-4d71-9355-d736215d323b,ways und freytag ingenieurbau ag,preprocess_names,
mollergroup gmbh,60496605,moellergroup gmbh,mollergroup gmbh,55fec37f-ca92-445b-935b-c30a2e402cdd,mollergroup gmbh,preprocess_names,
gns gesellschaft fur nuklearservice mbh,2544195,gns gesellschaft fuer nuklearservice mbh,gns gesellschaft fur nuklearservice mbh,93d3c43f-dbff-420c-9e5b-20a0a0ec1ecb,gns gesellschaft fur nuklearservice mbh,preprocess_names,
herbert kannegieser gmbh,60861610,herbert kannegiesser gmbh,herbert kannegieser gmbh,8717ece8-4d72-4cb8-9df4-38673aadab67,herbert kannegieser gmbh,preprocess_names,
milchwerk jager gmbh,2818045,milchwerk jaeger gmbh,milchwerk jager gmbh,4f0ca568-56e2-4d6e-93e3-5a4ab11c1756,milchwerk jager gmbh,preprocess_names,
froneri scholler gmbh,2800812,froneri schoeller gmbh,froneri scholler gmbh,27e69f2d-3d98-4a29-8150-0239c633d1bd,froneri scholler gmbh,preprocess_names,
gkl gemeinsame klasenlotterie der lander,191754642,gkl gemeinsame klassenlotterie der laender,gkl gemeinsame klasenlotterie der lander,2f55e74e-ae70-40d0-b5b1-546fdf2167d7,gkl gemeinsame klasenlotterie der lander,preprocess_names,
rugenwalder muhle carl muller gmbh und co kg,2380324,ruegenwalder muehle carl mueller gmbh und co kg,rugenwalder muhle carl muller gmbh und co kg,eef6add5-7bb7-4694-804a-55fd9c9cbde2,rugenwalder muhle carl muller gmbh und co kg,preprocess_names,
gonvauto thuringen gmbh,36746684,gonvauto thueringen gmbh,gonvauto thuringen gmbh,03caeee4-0795-4732-b3e7-c6d59b14d89c,gonvauto thuringen gmbh,preprocess_names,
baurfeind ag,49051946,bauerfeind ag,baurfeind ag,6bdd0536-f6f1-462f-bffd-a7c1ed0106f0,baurfeind ag,preprocess_names,
cbm christoffelblindenmision christian blind mision ev,296809199,cbm christoffelblindenmission christian blind mission ev,cbm christoffelblindenmision christian blind mision ev,b4a7f5d0-3ee0-4341-95ff-90b91bf863e6,cbm christoffelblindenmision christian blind mision ev,preprocess_names,
helmholtzzentrum berlin fur materialien und energie gmbh,2260983,helmholtzzentrum berlin fuer materialien und energie gmbh,helmholtzzentrum berlin fur materialien und energie gmbh,f0afeb34-9d79-4d74-9ffe-72ba5f019d79,helmholtzzentrum berlin fur materialien und energie gmbh,preprocess_names,
sparkase dortmund,754838,sparkasse dortmund,sparkase dortmund,71eb8c55-dc3f-4b5b-875a-a7521681a71e,sparkase dortmund,preprocess_names,
buhler motor gmbh,2789438,buehler motor gmbh,buhler motor gmbh,1879cb06-d45b-4208-b66f-66e50d89ced2,buhler motor gmbh,preprocess_names,
kem i evang kliniken esenmitte ggmbh,2544696,kem i evang kliniken essenmitte ggmbh,kem i evang kliniken esenmitte ggmbh,d5deb897-e638-4ea2-9f06-692d70125a03,kem i evang kliniken esenmitte ggmbh,preprocess_names,
hlb hesenbahn gmbh,16772184,hlb hessenbahn gmbh,hlb hesenbahn gmbh,bfd76199-5ace-487e-b010-4a50a295b6e8,hlb hesenbahn gmbh,preprocess_names,
markische kliniken gmbh,2487502,maerkische kliniken gmbh,markische kliniken gmbh,a54fcb44-8bc8-479a-b41d-d58fbf3d95a7,markische kliniken gmbh,preprocess_names,
national expres rail gmbh,129496375,national express rail gmbh,national expres rail gmbh,26983ca1-81ce-4f2f-bc07-a3eda6e3e65d,national expres rail gmbh,preprocess_names,
kulmbacher braurei ag,2756497,kulmbacher brauerei ag,kulmbacher braurei ag,dbbea863-688b-42b9-9175-4d2dd4f8f4b4,kulmbacher braurei ag,preprocess_names,
hes prazisionsteile hermann erkert gmbh,2721035,hes praezisionsteile hermann erkert gmbh,hes prazisionsteile hermann erkert gmbh,ca5508d5-848d-4ecd-bcf1-c31fe395e2d0,hes prazisionsteile hermann erkert gmbh,preprocess_names,
thysengas gmbh,59037299,thyssengas gmbh,thysengas gmbh,82e28edd-0ff9-4aef-a785-21f5d238ab15,thysengas gmbh,preprocess_names,
hme bras germany gmbh,16534479,hme brass germany gmbh,hme bras germany gmbh,846e06de-3ef4-4675-ad97-f5040ff10041,hme bras germany gmbh,preprocess_names,
leica biosystems nusloch gmbh,2664513,leica biosystems nussloch gmbh,leica biosystems nusloch gmbh,154d6d24-20b8-42c0-86f5-70bc984afb8f,leica biosystems nusloch gmbh,preprocess_names,
neu presegesellschaft mbh,2661158,neue pressegesellschaft mbh,neu presegesellschaft mbh,d651e878-6fae-40d0-94e6-55bb3750802c,neu presegesellschaft mbh,preprocess_names,
jermi kasewerk gmbh,2828012,jermi kaesewerk gmbh,jermi kasewerk gmbh,2c519619-2849-47f4-9aa1-cd6e31de6c80,jermi kasewerk gmbh,preprocess_names,
standardkesel baumgarte gmbh,2541908,standardkessel baumgarte gmbh,standardkesel baumgarte gmbh,bdec5ba7-994b-42f2-9aac-3fbf0321f1e9,standardkesel baumgarte gmbh,preprocess_names,
klinikum osnabruck gmbh,2373814,klinikum osnabrueck gmbh,klinikum osnabruck gmbh,2095365e-a648-4775-933d-1de506456147,klinikum osnabruck gmbh,preprocess_names,
kuchen aktull gmbh,47610171,kuechen aktuell gmbh,kuchen aktull gmbh,407cd86a-22e2-4c3b-b4d9-689fb296c422,kuchen aktull gmbh,preprocess_names,
stadtwerke neus gmbh,2580279,stadtwerke neuss gmbh,stadtwerke neus gmbh,14beb9d5-abac-4721-9358-aaefb3a2bbba,stadtwerke neus gmbh,preprocess_names,
hunkemoller deutschland bv und co kg,2470348,hunkemoeller deutschland bv und co kg,hunkemoller deutschland bv und co kg,6da7b02a-7246-438b-b927-b673c248f9a8,hunkemoller deutschland bv und co kg,preprocess_names,
sparkase leipzig,58933537,sparkasse leipzig,sparkase leipzig,691976a5-8636-488f-8aff-02ec211f9bf8,sparkase leipzig,preprocess_names,
jungbunzlaur ladenburg gmbh,2690153,jungbunzlauer ladenburg gmbh,jungbunzlaur ladenburg gmbh,f8d18092-b1e0-42ef-b55c-789c77dabeb6,jungbunzlaur ladenburg gmbh,preprocess_names,
ustra hannoversche verkehrsbetriebe ag,58354789,uestra hannoversche verkehrsbetriebe ag,ustra hannoversche verkehrsbetriebe ag,ec7f868d-455d-4585-88e0-10217902f6e4,ustra hannoversche verkehrsbetriebe ag,preprocess_names,
cramer gmbh,2473526,craemer gmbh,cramer gmbh,64268ea1-a7b4-425a-a576-a4bebb395fdb,cramer gmbh,preprocess_names,
sweg sudwestdeutsche landesverkehrsgmbh,2694726,sweg suedwestdeutsche landesverkehrsgmbh,sweg sudwestdeutsche landesverkehrsgmbh,691bef5c-ad63-4fac-a49d-5323fc5a25ee,sweg sudwestdeutsche landesverkehrsgmbh,preprocess_names,
apl automobilpruftechnik landau gmbh,2693485,apl automobilprueftechnik landau gmbh,apl automobilpruftechnik landau gmbh,246840e4-ea54-40d7-94d5-e5cf50d51661,apl automobilpruftechnik landau gmbh,preprocess_names,
stadtentwaserungsbetriebe koln aor,50433147,stadtentwaesserungsbetriebe koeln aoer,stadtentwaserungsbetriebe koln aor,25e41775-91de-48b8-9e82-7c28d6381cd9,stadtentwaserungsbetriebe koln aor,preprocess_names,
gabor shos ag,2817355,gabor shoes ag,gabor shos ag,19948dc3-2497-41f4-99d9-7d797de163a4,gabor shos ag,preprocess_names,
infra furth gmbh,2802991,infra fuerth gmbh,infra furth gmbh,5e0c1302-d004-4346-801a-17fe32053b75,infra furth gmbh,preprocess_names,
loxxes ag,2824587,loxxess ag,loxxes ag,885c5fbc-bfc7-43bc-b114-4b7612938f26,loxxes ag,preprocess_names,
e michalis und co gmbh und co kg,2384160,e michaelis und co gmbh und co kg,e michalis und co gmbh und co kg,02a88652-f39f-480d-8404-3ac51c57f4a7,e michalis und co gmbh und co kg,preprocess_names,
august brotje gmbh,2379470,august broetje gmbh,august brotje gmbh,a83e1854-6c46-4d09-bda8-60acc00e177e,august brotje gmbh,preprocess_names,
hubert stuken gmbh und co kg,2343697,hubert stueken gmbh und co kg,hubert stuken gmbh und co kg,f4a9b39e-c217-4b2e-abe7-58cefa4e299d,hubert stuken gmbh und co kg,preprocess_names,
kreisparkase munchen starnberg ebersberg,754597,kreissparkasse muenchen starnberg ebersberg,kreisparkase munchen starnberg ebersberg,64b57800-ab70-420b-bf21-121464e1d537,kreisparkase munchen starnberg ebersberg,preprocess_names,
bgz gesellschaft fur zwischenlagerung mbh,317244647,bgz gesellschaft fuer zwischenlagerung mbh,bgz gesellschaft fur zwischenlagerung mbh,2c2f58fa-f3eb-402b-92ce-13eb923fa40b,bgz gesellschaft fur zwischenlagerung mbh,preprocess_names,
carl gotz gmbh,2825854,carl goetz gmbh,carl gotz gmbh,f1243bd9-4028-4e05-b3bd-6b082ce1add7,carl gotz gmbh,preprocess_names,
sonnecken eg,50215942,soennecken eg,sonnecken eg,44702654-a21f-4940-9828-c94433802163,sonnecken eg,preprocess_names,
wartsila sam electronics gmbh,12063449,waertsilae sam electronics gmbh,wartsila sam electronics gmbh,efbcfa46-caf3-461d-a154-cb03a577387a,wartsila sam electronics gmbh,preprocess_names,
westkustenkliniken brunsbuttel und heide ggmbh,16916886,westkuestenkliniken brunsbuettel und heide ggmbh,westkustenkliniken brunsbuttel und heide ggmbh,6e111b8b-6269-40ee-8ad2-ed029482b4cb,westkustenkliniken brunsbuttel und heide ggmbh,preprocess_names,
scholler allibert gmbh,2439383,schoeller allibert gmbh,scholler allibert gmbh,2096db1a-cc4e-4bca-924a-e1c6cb43faa4,scholler allibert gmbh,preprocess_names,
saalemuhle alsleben gmbh,2435014,saalemuehle alsleben gmbh,saalemuhle alsleben gmbh,32131709-5e83-412f-8167-81c92d70b70d,saalemuhle alsleben gmbh,preprocess_names,
deutsche mese ag,2345504,deutsche messe ag,deutsche mese ag,fe70382e-1872-43a4-b228-fbaef7822745,deutsche mese ag,preprocess_names,
jacob sonnichsen ag,2306965,jacob soennichsen ag,jacob sonnichsen ag,75a47162-927b-4f14-a32f-195eacde81dc,jacob sonnichsen ag,preprocess_names,
scholler werk gmbh und co kg,2514162,schoeller werk gmbh und co kg,scholler werk gmbh und co kg,097501e8-ffe7-4ee4-9f28-99e0eaf78202,scholler werk gmbh und co kg,preprocess_names,
forde sparkase,60519256,foerde sparkasse,forde sparkase,5684351c-f223-4832-b95c-3e0306e428f1,forde sparkase,preprocess_names,
losche gmbh,50410068,loesche gmbh,losche gmbh,92db6c5e-ff79-4955-ab5f-88e7d3195c83,losche gmbh,preprocess_names,
diakonie markruhr gemeinnutzige gmbh,108682468,diakonie markruhr gemeinnuetzige gmbh,diakonie markruhr gemeinnutzige gmbh,45b7dc73-57c4-47ec-bcd2-04fd508d7794,diakonie markruhr gemeinnutzige gmbh,preprocess_names,
joseph dreselhaus gmbh und co kg,2482483,joseph dresselhaus gmbh und co kg,joseph dreselhaus gmbh und co kg,d4c1ce6c-154c-4c60-9fad-5ec87e6eec1a,joseph dreselhaus gmbh und co kg,preprocess_names,
stadtwerke sost gmbh,2504073,stadtwerke soest gmbh,stadtwerke sost gmbh,1b3f7624-cd9c-48de-831f-e9816321cbb5,stadtwerke sost gmbh,preprocess_names,
ernst rus ag,13844942,ernst russ ag,ernst rus ag,062df5e6-7146-456a-acb8-5551f70da83b,ernst rus ag,preprocess_names,
burstadt furniture gmbh,2647925,buerstadt furniture gmbh,burstadt furniture gmbh,68ad8ac6-f9c6-42f1-872b-848e52837631,burstadt furniture gmbh,preprocess_names,
willenbrock fordertechnik gmbh,2299803,willenbrock foerdertechnik gmbh,willenbrock fordertechnik gmbh,d2c18a36-a74a-484e-be66-0e37bb036ad8,willenbrock fordertechnik gmbh,preprocess_names,
energiequlle gmbh,2281358,energiequelle gmbh,energiequlle gmbh,169bdd49-d0ea-4812-ad65-24f60b2fbe3f,energiequlle gmbh,preprocess_names,
isabellenhutte heusler gmbh und co kg,2618631,isabellenhuette heusler gmbh und co kg,isabellenhutte heusler gmbh und co kg,00a652d5-3cff-4893-80b9-808499ceedf0,isabellenhutte heusler gmbh und co kg,preprocess_names,
awb abfallwirtschaftsbetriebe koln gmbh,2568071,awb abfallwirtschaftsbetriebe koeln gmbh,awb abfallwirtschaftsbetriebe koln gmbh,4a33e0cc-e2f0-490d-9db1-1d3850ed37ff,awb abfallwirtschaftsbetriebe koln gmbh,preprocess_names,
dic aset ag,8915442,dic asset ag,dic aset ag,42df07ac-f9d9-4ffb-8169-185b2f270982,dic aset ag,preprocess_names,
kreisparkase biberach,754549,kreissparkasse biberach,kreisparkase biberach,21766c7d-b7cd-43d5-8641-44aaa71f40a6,kreisparkase biberach,preprocess_names,
globetrotter ausrustung gmbh,2316496,globetrotter ausruestung gmbh,globetrotter ausrustung gmbh,06e2fc62-6d3d-4c7f-a5c5-9ebb41ec5ff5,globetrotter ausrustung gmbh,preprocess_names,
vosko gmbh und co kg,60685212,vossko gmbh und co kg,vosko gmbh und co kg,0e4990ba-a6f4-4bfc-8df2-b347c06d2b87,vosko gmbh und co kg,preprocess_names,
dr zwisler holding ag,37525794,dr zwissler holding ag,dr zwisler holding ag,aaa92e0f-665f-43dd-8ca0-7e26ead1e247,dr zwisler holding ag,preprocess_names,
vitronic dring stein bildverarbeitungsysteme gmbh,2644629,vitronic dring stein bildverarbeitungssysteme gmbh,vitronic dring stein bildverarbeitungsysteme gmbh,2ab200cf-4c9e-4bc7-bed3-f9f8f4e45eeb,vitronic dring stein bildverarbeitungsysteme gmbh,preprocess_names,
universitatsklinikum knappschaftskrankenhaus bochum gmbh,158517304,universitaetsklinikum knappschaftskrankenhaus bochum gmbh,universitatsklinikum knappschaftskrankenhaus bochum gmbh,fcabe920-22ba-4d37-bad0-8d59d702f0e0,universitatsklinikum knappschaftskrankenhaus bochum gmbh,preprocess_names,
wbg nurnberg gmbh immobilienunternehmen,2790210,wbg nuernberg gmbh immobilienunternehmen,wbg nurnberg gmbh immobilienunternehmen,1646195a-f15b-46e4-9520-2a7fa0ac47f9,wbg nurnberg gmbh immobilienunternehmen,preprocess_names,
bauunternehmung karl gemunden gmbh und co kg,2635012,bauunternehmung karl gemuenden gmbh und co kg,bauunternehmung karl gemunden gmbh und co kg,17153287-f1b6-4191-af10-d8b02f66ba18,bauunternehmung karl gemunden gmbh und co kg,preprocess_names,
krohne mestechnik gmbh,2540952,krohne messtechnik gmbh,krohne mestechnik gmbh,0e086c23-fda7-470d-a917-7539cf1301d5,krohne mestechnik gmbh,preprocess_names,
jurgens gmbh,2471326,juergens gmbh,jurgens gmbh,6c96659b-6621-458a-83c6-acd3442bcca1,jurgens gmbh,preprocess_names,
sparkase holstein,754603,sparkasse holstein,sparkase holstein,c8e2da0f-e039-415d-b51d-312533c1e4ef,sparkase holstein,preprocess_names,
hochtaunuskliniken gemeinnutzige gmbh,2652203,hochtaunuskliniken gemeinnuetzige gmbh,hochtaunuskliniken gemeinnutzige gmbh,7f72e990-e844-40d7-ab4a-e236cd480602,hochtaunuskliniken gemeinnutzige gmbh,preprocess_names,
geberit mapres gmbh,2590452,geberit mapress gmbh,geberit mapres gmbh,3aed0a10-7591-4810-aadd-4b58a613274c,geberit mapres gmbh,preprocess_names,
hegelmann expres gmbh,13647190,hegelmann express gmbh,hegelmann expres gmbh,a67dc7aa-3860-48e9-9b16-a7be577416e0,hegelmann expres gmbh,preprocess_names,
drf stiftung luftrettung gemeinnutzige ag,61502863,drf stiftung luftrettung gemeinnuetzige ag,drf stiftung luftrettung gemeinnutzige ag,29676b1f-c911-4479-938c-6315aada499a,drf stiftung luftrettung gemeinnutzige ag,preprocess_names,
interstuhl buromobel gmbh und co kg,2705470,interstuhl bueromoebel gmbh und co kg,interstuhl buromobel gmbh und co kg,30950e96-cfac-4adf-946a-98ea19ae21d0,interstuhl buromobel gmbh und co kg,preprocess_names,
sparkase westmunsterland,11545683,sparkasse westmunsterland,sparkase westmunsterland,726eddde-8c95-4bc3-9482-f90b874d02d8,sparkase westmunsterland,preprocess_names,
konig metall gmbh und co kg,2676197,koenig metall gmbh und co kg,konig metall gmbh und co kg,3efa3c26-5411-4887-8722-29b4366d1d85,konig metall gmbh und co kg,preprocess_names,
rosenbaur deutschland gmbh,2278070,rosenbauer deutschland gmbh,rosenbaur deutschland gmbh,8b75dd7b-ca25-45f4-b7b4-f45f8c159f97,rosenbaur deutschland gmbh,preprocess_names,
stadtische werke netz service gmbh,92418119,staedtische werke netz service gmbh,stadtische werke netz service gmbh,1d9f3d99-1313-457a-9f3f-9aa8b4931d48,stadtische werke netz service gmbh,preprocess_names,
fosil europe gmbh,2822408,fossil europe gmbh,fosil europe gmbh,330f7d74-6a1c-4bec-abc2-e679a41f56b4,fosil europe gmbh,preprocess_names,
avowerke august beise gmbh,50295049,avowerke august beisse gmbh,avowerke august beise gmbh,16262f39-095a-4643-871d-a69a79b1bc58,avowerke august beise gmbh,preprocess_names,
schaflein ag,61536555,schaeflein ag,schaflein ag,763033f3-e32c-4842-a5b9-3246cc5771e5,schaflein ag,preprocess_names,
arnold jager holding gmbh,2351422,arnold jaeger holding gmbh,arnold jager holding gmbh,4769b996-492c-4a85-b1b4-6c835e23ff3d,arnold jager holding gmbh,preprocess_names,
asenheimer mulfinger gmbh und co kg,2672090,assenheimer mulfinger gmbh und co kg,asenheimer mulfinger gmbh und co kg,4b4be3fc-a52d-44c6-b5b9-11dbc63aa977,asenheimer mulfinger gmbh und co kg,preprocess_names,
stadtisches klinikum luneburg gemeinnutzige gmbh,13936798,staedtisches klinikum lueneburg gemeinnuetzige gmbh,stadtisches klinikum luneburg gemeinnutzige gmbh,f9894bf5-2a69-4dad-80af-d27977ac527f,stadtisches klinikum luneburg gemeinnutzige gmbh,preprocess_names,
grotz gmbh und co kg,8436432,groetz gmbh und co kg,grotz gmbh und co kg,1feb6478-1ec1-4e9f-aa1c-68bc4ce2a659,grotz gmbh und co kg,preprocess_names,
klinikum magdeburg gemeinnutzige gmbh,41162750,klinikum magdeburg gemeinnuetzige gmbh,klinikum magdeburg gemeinnutzige gmbh,e7aaa2a1-d2e7-4db4-adb5-e435ddab7d67,klinikum magdeburg gemeinnutzige gmbh,preprocess_names,
sparkase osnabruck,754874,sparkasse osnabruck,sparkase osnabruck,f3f51805-ff45-475f-ba94-324115fdfa01,sparkase osnabruck,preprocess_names,
sachsische aufbaubank forderbank,58499401,saechsische aufbaubank forderbank,sachsische aufbaubank forderbank,a4412ad3-5b86-49ef-b1ad-08e1d05d967c,sachsische aufbaubank forderbank,preprocess_names,
sparkase sudholstein,754605,sparkasse sudholstein,sparkase sudholstein,78690712-b08c-4f15-83e2-a36145b95c77,sparkase sudholstein,preprocess_names,
lodige industries gmbh,8908099,loedige industries gmbh,lodige industries gmbh,c54a817e-b0cc-4551-a7f5-304c4ee15930,lodige industries gmbh,preprocess_names,
